GO_id
GO:0000028
GO:0000030
GO:0000076
GO:0000123
GO:0000145
GO:0000176
GO:0000339
GO:0000375
GO:0000398
GO:0000439
GO:0000462
GO:0000463
GO:0000502
GO:0000727
GO:0000940
GO:0001054
GO:0001732
GO:0001916
GO:0001968
GO:0002063
GO:0002181
GO:0002476
GO:0002486
GO:0003184
GO:0003678
GO:0003724
GO:0003735
GO:0003743
GO:0003841
GO:0004029
GO:0004129
GO:0004180
GO:0004438
GO:0004602
GO:0004709
GO:0004714
GO:0004896
GO:0005044
GO:0005049
GO:0005125
GO:0005179
GO:0005201
GO:0005484
GO:0005496
GO:0005518
GO:0005539
GO:0005581
GO:0005604
GO:0005665
GO:0005675
GO:0005681
GO:0005682
GO:0005684
GO:0005686
GO:0005736
GO:0005744
GO:0005747
GO:0005751
GO:0005753
GO:0005761
GO:0005762
GO:0005763
GO:0005796
GO:0005839
GO:0005852
GO:0005879
GO:0005882
GO:0006099
GO:0006120
GO:0006122
GO:0006123
GO:0006268
GO:0006270
GO:0006401
GO:0006412
GO:0006413
GO:0006418
GO:0006506
GO:0006613
GO:0006626
GO:0006636
GO:0006913
GO:0007035
GO:0007094
GO:0007099
GO:0007129
GO:0007156
GO:0007275
GO:0008137
GO:0008139
GO:0008180
GO:0008250
GO:0008301
GO:0008305
GO:0009060
GO:0009083
GO:0009897
GO:0010466
GO:0010950
GO:0015693
GO:0015935
GO:0015986
GO:0016281
GO:0016282
GO:0016339
GO:0017056
GO:0017101
GO:0017116
GO:0019774
GO:0019838
GO:0019934
GO:0022624
GO:0022625
GO:0022626
GO:0022627
GO:0022900
GO:0023026
GO:0030020
GO:0030050
GO:0030127
GO:0030148
GO:0030198
GO:0030199
GO:0030206
GO:0030215
GO:0030479
GO:0030527
GO:0030532
GO:0030970
GO:0030992
GO:0031012
GO:0031124
GO:0031167
GO:0031290
GO:0031386
GO:0031492
GO:0031994
GO:0032040
GO:0032543
GO:0032981
GO:0033290
GO:0033554
GO:0033617
GO:0033627
GO:0034341
GO:0034709
GO:0034975
GO:0035060
GO:0035720
GO:0035987
GO:0036038
GO:0036092
GO:0040037
GO:0042470
GO:0042472
GO:0042605
GO:0042761
GO:0042776
GO:0042788
GO:0042800
GO:0042813
GO:0043034
GO:0043083
GO:0043116
GO:0043202
GO:0043235
GO:0043236
GO:0043395
GO:0043651
GO:0043928
GO:0043995
GO:0043996
GO:0044331
GO:0044594
GO:0045040
GO:0045116
GO:0045165
GO:0045333
GO:0045334
GO:0045499
GO:0045926
GO:0046540
GO:0046933
GO:0046961
GO:0046975
GO:0048024
GO:0048026
GO:0048185
GO:0048388
GO:0048566
GO:0048704
GO:0048745
GO:0050431
GO:0050684
GO:0050840
GO:0051011
GO:0051145
GO:0051310
GO:0051452
GO:0051537
GO:0051984
GO:0060037
GO:0061314
GO:0061608
GO:0061621
GO:0061631
GO:0061795
GO:0061952
GO:0062023
GO:0070085
GO:0070934
GO:0071005
GO:0071007
GO:0071011
GO:0071013
GO:0071162
GO:0071564
GO:0071773
GO:0072562
GO:0090110
GO:0097401
GO:0097550
GO:0098553
GO:0098761
GO:0101019
GO:1900264
GO:1902287
GO:1902495
GO:1903241
GO:1903830
GO:1904667
GO:1904754
GO:1904851
GO:1904871
GO:1904874
GO:1904903
GO:1904949
GO:1905820
GO:1990062
GO:1990229
GO:1990907
GO:2000767
GO:2001046
