,HeLa
DNAJC16,0.0260470821323574
DNAJC17,0.136372563639391
DNAJC18,0.276941067646665
DNAJC19,0.255448144138776
DNAJC2,0.226309883963102
DNAJC21,0.236713528942602
DNAJC24,0.27278888041725
DNAJC25,-1.32574650829979
DNAJC3,0.646396287835378
DNAJC30,0.896435746201112
DNAJC4,-0.471811721223162
DNAJC5,0.271009921860219
DNAJC6,-0.729212933592721
DNAJC7,0.778439171811635
DNAJC8,1.22780598740455
DNAJC9,0.550378605175818
DNAL1,0.199853416393362
DNAL4,0.0508480536602151
DNASE1L1,-0.26316476576807
DNASE2,0.748007903639524
DNER,0.520772882966223
DNLZ,0.0570083144132452
DNM1,-0.170431367587998
DNM1L,0.339294381840105
DNM2,0.190325447949773
DNM3,-0.491546621564589
DNMBP,-0.677700494635931
DNMT1,0.0719470219936969
DNMT3A,-0.67319498535443
DNMT3B,-1.24028591637239
DNPEP,-0.157606196904499
DNPH1,0.7983884464878
DNTTIP1,0.793691003239899
DNTTIP2,0.486603239603766
DOCK1,-0.821169910519671
DOCK10,-1.47145230577401
DOCK11,-1.4820481714729
DOCK4,-1.78176792465428
DOCK5,-0.709714498145968
DOCK6,-1.84020921418458
DOCK7,-0.346755310782676
DOCK9,-1.88515730849499
DOHH,0.109715015312383
DOK1,-1.00815831216849
DOK4,-0.657007019960754
DOK7,-0.630366209696809
DOLK,-0.0604637830582994
DOLPP1,0.285542517103676
DONSON,0.0213164883430299
DOP1A,-2.38880012784965
DOT1L,-0.880218298865487
DPAGT1,0.829089660441597
DPCD,0.564070163223647
DPF1,-0.883901402686222
DPF2,0.890255433077626
DPH1,0.199626507847225
DPH2,-0.761949850346346
DPH3,1.01014700263097
DPH5,0.617707955016343
DPH6,0.621546039449661
DPH7,-0.598285386862556
DPM1,1.02315862821914
DPM2,1.39383108303364
DPM3,1.53288790666013
DPP3,0.218753559841571
DPP7,0.0284176392274608
DPP8,-0.455511871877487
DPP9,-0.247702068756184
DPY19L1,-0.165791849313831
DPY19L3,-0.49829153725872
DPY19L4,-0.220479272038754
DPY30,1.26924989626522
DPYD,0.121272522975329
DPYSL2,0.852672889217389
DPYSL3,0.398937157741055
DR1,0.221193649134118
DRAM1,0.565824817502429
DRAM2,0.164895275557082
DRAP1,0.517210100319585
DRG1,0.745755149098475
DRG2,0.661974158329799
DROSHA,-0.242837218637931
DSC2,0.158730269387621
DSC3,0.116308794543064
DSCC1,0.451186948261529
DSE,-1.59541462953362
DSEL,-1.56507522024174
DSG2,0.570214011249651
DSN1,0.63181833964162
DSP,-0.359039753695927
DST,-3.32847931686077
DSTN,1.92678036181906
DSTYK,-0.423021546289654
DTD1,0.544357486561131
DTD2,-0.24389250165112
DTL,0.567451581866647
DTNA,-0.742785992215684
DTNB,-1.19201405060479
DTNBP1,1.11808008889891
DTWD1,-0.033822278440993
DTWD2,0.208098445335111
DTX2,-0.585875884985448
DTX3,-0.496770087923109
DTX3L,0.19645707403762
DTYMK,0.748673125564806
DUS1L,-0.820120834464832
DUS2,0.114426162712995
DUS3L,-0.315128881320494
DUS4L,-0.901657853956322
DUSP1,0.298728532970085
DUSP10,-0.59914612425687
DUSP11,0.455256199695064
DUSP12,-0.0050578402060665
DUSP14,0.567013077272047
DUSP16,-1.12208190541801
DUSP19,-0.0660039289158593
DUSP2,0.0009970225800772
DUSP22,-0.409655966396306
DUSP23,0.436895258990998
DUSP28,0.195412173240974
DUSP3,0.755519610331271
DUSP4,0.119060446754888
DUSP5,-0.981586170393304
DUSP6,-0.219131192653682
DUSP7,-0.288880201553267
DUSP9,-0.573300503903148
DUT,1.39745262686205
DVL1,-1.37988045207011
DVL2,-0.34372817029449
DVL3,-0.33918595394567
DXO,-0.211893223941989
DYM,-0.420806613401988
DYNC1H1,-0.792434576410636
DYNC1I2,0.715729863670173
DYNC1LI1,0.567615363667667
DYNC1LI2,0.460211575890812
DYNC2H1,-2.28007886396535
DYNC2LI1,0.241025569602711
DYNLL1,1.88745974881915
DYNLL2,0.936367085490552
DYNLRB1,1.9333105635639
DYNLT1,1.12699820816287
DYNLT3,0.84715291945323
DYRK1A,-0.831976840379162
DYRK1B,-1.39300435884037
DYRK2,-1.89785407281128
DYRK3,-0.151225448686207
DYRK4,-0.242511415619036
DZIP1L,-1.99925222329516
DZIP3,-1.53884572383967
E2F1,-1.67070898824088
E2F2,-0.265622669573277
E2F3,0.281816221798273
E2F4,-0.613324830479062
E2F5,0.158904167591384
E2F6,-0.0246022389152595
E2F7,-0.125163279647929
E2F8,-1.05854790540344
E4F1,-0.388779626160982
EAF1,0.542231561549941
EAF2,-0.126950658573959
EAPP,0.569223492154192
EARS2,-0.061755781798741
EBAG9,0.157234859155591
EBF1,-0.106804533145058
EBNA1BP2,0.810790579036086
EBP,0.92575427034411
EBPL,0.875528583514125
ECD,0.54461245017099
ECE1,0.694797473882204
ECEL1,-0.219367253633863
ECH1,1.37959875744413
ECHDC2,-0.846185067017158
ECHDC3,0.0033294629223182
ECHS1,1.01848684088279
ECI1,0.628561026773776
ECI2,0.35234997183491
ECM1,0.293824480942866
ECPAS,-0.261872649570338
ECSIT,-0.474494062164689
ECT2,0.298357191545445
EDC3,0.455003631311475
EDC4,-0.224638384035863
EDEM1,-0.934256952919482
EDEM2,-0.786848885643704
EDEM3,-0.2846697098933
EDF1,1.65025999399642
EDIL3,0.961386518511491
EDN1,0.293366723269305
EDN2,0.531788496227682
EDNRA,-0.0788558613489595
EDRF1,-0.561085796484127
EEA1,-0.185614647678652
EED,0.402876387565073
EEF1A1,1.9925821537828
EEF1A2,0.872901721100308
EEF1AKMT1,-0.0178411563558029
EEF1AKMT2,-0.218337163638511
EEF1AKMT4,-0.442875462656534
EEF1AKNMT,-0.073469534784805
EEF1B2,1.28338992166935
EEF1D,0.993642135733602
EEF1E1,0.68357349641933
EEF2,0.923841148352875
EEF2K,-0.127122398203295
EEF2KMT,-0.190974585761587
EEFSEC,0.40886068253438
EEPD1,-0.633603485316032
EFCAB11,0.67956974276519
EFCAB14,-1.17756967378601
EFCAB2,0.422871126677014
EFCAB7,-0.505792444671512
EFEMP1,1.01850146229543
EFHC1,-0.570492636705122
EFHD1,0.694374309789926
EFHD2,0.939563485485898
EFL1,-0.2647528547858
EFNA1,0.863227292817199
EFNA4,0.717354416296297
EFNA5,1.28365442427127
EFNB1,-0.566267564397276
EFNB2,0.0630199618815764
EFR3A,-0.120528750405502
EFTUD2,0.539095279087019
EGFL7,0.398354666093626
EGFR,0.373053202732066
EGLN1,-0.0628985180743947
EGLN3,0.663389894336822
EGR1,-0.106554880301514
EHBP1,-0.901341574348723
EHBP1L1,-0.752939949086479
EHD1,0.606581011799125
EHD2,1.19987722709901
EHD4,0.093066945301669
EHHADH,-0.179666354268353
EHMT1,-0.616437854532484
EHMT2,-0.375920784001774
EI24,-0.912893128152258
EID1,1.52233475536812
EID2,0.772632671162249
EID2B,-0.213339855294854
EIF1,2.60684560398378
EIF1AD,0.907678762267954
EIF1AX,1.70485453984776
EIF1B,1.35291909165923
EIF2A,0.265034695023661
EIF2AK1,0.138278410647201
EIF2AK2,0.868027855533583
EIF2AK3,-1.17941599558393
EIF2AK4,-0.932949245707733
EIF2B1,0.718826641605675
EIF2B2,0.62430434125349
EIF2B3,0.527415423370709
EIF2B4,0.382753677100696
EIF2B5,-0.012957782494317
EIF2D,-0.552410289284151
EIF2S1,0.98531612642386
EIF2S2,1.08963238247516
EIF2S3,0.957115916307023
EIF3A,0.678034387532922
EIF3B,0.795742836344712
EIF3D,0.619475119075712
EIF3E,0.778231733774942
EIF3F,0.798929413752052
EIF3G,0.677698912578886
EIF3H,0.829074850038862
EIF3I,1.24390003753063
EIF3J,1.40455275492236
EIF3K,1.16435828374318
EIF3L,0.170156428131993
EIF3M,1.01071098076961
EIF4A1,1.71437684861635
EIF4A2,0.311121831931308
EIF4A3,1.0966881834801
EIF4B,0.410894442200165
EIF4E,0.987368869704428
EIF4E2,0.479292374364825
EIF4EBP1,0.913994706556052
EIF4EBP2,0.774059031920062
EIF4ENIF1,-0.34046928927867
EIF4G1,0.0915418254219618
EIF4G2,0.197745706946434
EIF4G3,-0.39398481980842
EIF4H,1.51263271801356
EIF5,0.409863858356557
EIF5A,2.8467145382432
EIF5A2,0.581231939132436
EIF5B,0.906644638507209
EIF6,1.0639142575102
EIPR1,-0.305000034171333
ELAC1,-0.569729440979369
ELAC2,0.0852511469988857
ELAVL1,1.13851368231269
ELF1,0.295208175332109
ELF2,0.0579230529933461
ELF3,0.554388550660296
ELF4,-0.471903413641035
ELK1,-1.41301834590877
ELK3,-0.911503249383142
ELK4,-0.663694287038166
ELL,-0.407459576313866
ELL2,-0.539173431866032
ELL3,-0.602240773117031
ELMO1,-0.284148171485396
ELMO2,0.150931995832081
ELMOD2,0.65320642535586
ELOA,-0.340059537012782
ELOB,1.73998441631329
ELOC,1.24475248056865
ELOF1,1.34142932558849
ELOVL1,0.978269170129439
ELOVL4,0.621447216516511
ELOVL5,1.10255233558903
ELOVL6,0.671928858895467
ELOVL7,0.401188794804125
ELP1,-0.132764038182351
ELP2,0.251212042336813
ELP3,0.182536422171934
ELP4,0.454373476075752
ELP5,0.221718248933221
ELP6,0.431329410241742
EMB,-0.0492469939985836
EMC1,0.50511098428906
EMC10,0.916232300615136
EMC2,0.980156498168362
EMC3,0.860446295880566
EMC4,0.907791445680667
EMC7,1.3266183329359
EMC8,0.561159409863464
EMC9,0.245530831675051
EMD,1.18599958962998
EME1,-0.478135947393418
EMG1,0.57581965220888
EML1,-1.25799883235154
EML2,-0.251802359709155
EML3,-0.468385272105937
EML4,-0.0767234744378654
EMP1,1.32223351135234
EMP2,1.24361335824184
EMP3,1.74586841599311
EMSY,-0.70896083849668
ENAH,0.326856006189351
ENC1,-0.371461431473813
ENDOD1,-0.0600140408597119
ENDOG,0.332333492528579
ENDOV,-0.171163615138024
ENG,1.05624287548082
ENGASE,-0.965888531702873
ENKD1,-0.374676853068499
ENO1,1.96116841584919
ENO2,0.659622564393983
ENO3,0.524696277018628
ENOPH1,0.583593319702479
ENOSF1,0.260784319284044
ENOX1,-1.1468085343677
ENOX2,-1.32113663464889
ENPP1,-0.445228634608113
ENSA,0.912907935269952
ENTPD4,-1.26884373344585
ENTPD5,-1.36591178707032
ENTPD6,-0.611301395428667
ENTPD7,-1.0528222632152
ENTR1,-0.813547079317934
ENY2,1.8153586838702
EOGT,-0.24916464007665
EP300,-0.247992075373569
EP400,-0.401394959386181
EPAS1,-0.581329449079023
EPB41,0.162592977306911
EPB41L1,-0.0328005629353499
EPB41L2,0.216973380500948
EPB41L4A,-0.694195815602885
EPB41L5,-0.132927211245462
EPC1,-1.35390900917337
EPC2,-1.45710751700541
EPCAM,0.170432765727286
EPDR1,0.485151594348601
EPG5,-1.2190684452697
EPGN,1.07555296637394
EPHA2,-0.192720091170876
EPHA3,-0.764329337402885
EPHA5,-0.215913406222398
EPHA7,0.4850740413976
EPHB2,-1.17374742836947
EPHB4,-0.912852882684273
EPHX1,1.08823116073009
EPM2A,-0.887647532945618
EPM2AIP1,-0.0262868900508967
EPN1,-0.506347461374304
EPN2,-0.370982157562473
EPOR,-0.70632937615827
EPPK1,-3.05093448130434
EPRS1,0.497754775634616
EPS15,-0.0647460565492082
EPS15L1,0.784280475239613
EPS8,-0.466711627577829
EPS8L2,-0.0031239831238933
ERAL1,0.500164180947879
ERAP1,0.223583651866529
ERBB2,-0.837650134199052
ERBIN,-0.455570286386919
ERC1,-0.084524093380994
ERCC1,0.0017399885720417
ERCC2,-0.0750374047719773
ERCC3,-0.244394919854863
ERCC4,0.0327026394134362
ERCC6,-0.766585711093939
ERCC6L,-1.04595695325236
ERCC6L2,-1.69054540431147
ERCC8,-0.801235578414177
EREG,0.912370472545895
ERF,0.00813967174165
ERG,-1.19372538962629
ERG28,1.28524326571675
ERGIC1,0.636919293162634
ERGIC2,-0.0964656338530623
ERGIC3,0.640173201744007
ERH,2.02279693618556
ERI1,0.59328213865569
ERI2,-1.2418831260147
ERI3,0.437827228033071
ERICH1,-0.0624013172669521
ERLEC1,-0.28513991288765
ERLIN1,0.846234044269249
ERLIN2,0.559238770374265
ERMAP,-1.9354804729511
ERMARD,-1.14078255324058
ERMP1,0.396931295383709
ERN1,-1.1200617587272
ERO1A,0.546278381089529
ERP29,1.44310434683858
ERP44,1.13036303903296
ERRFI1,-0.615788871364167
ESCO1,-2.15923817514462
ESCO2,0.251262915916903
ESD,1.10319802285067
ESF1,-0.0409757923523558
ESPL1,-0.50130786799443
ESRP2,-0.103589088167462
ESRRA,-0.712557169203131
ESS2,-0.190265533157032
ESYT1,0.0898911842097005
ESYT2,-0.185918422778257
ETAA1,-1.46157650079309
ETF1,0.66363423911227
ETFA,1.08033632226039
ETFB,1.14195558233655
ETFDH,-0.312662276593157
ETFRF1,0.939163287680266
ETHE1,0.499751370990035
ETNK1,0.636387060241357
ETNPPL,-0.219508390697299
ETS1,0.331635146457128
ETS2,0.823203515804847
ETV1,0.163570514065103
ETV3,0.133301710899079
ETV4,-0.558390934866233
ETV5,0.121644522881601
ETV6,-0.1888806938275
EVA1B,-0.0039293924812503
EVA1C,-0.753063321018444
EVC,-2.54851773271238
EVI5,-0.868336526271675
EVI5L,-1.89247579832402
EVL,-1.9289967211331
EVPL,-2.51151023814172
EWSR1,0.711158972529975
EXD2,-0.502343494009997
EXO1,-0.591334658780775
EXO5,0.133285814734723
EXOC1,-0.0277531141121438
EXOC2,0.0691652621799141
EXOC3,0.192885271644108
EXOC4,0.247892237313155
EXOC5,-0.379836133269243
EXOC6,0.209227989567581
EXOC6B,0.185705159270351
EXOC7,0.0079200190514015
EXOC8,0.285768968076028
EXOG,0.0649116859273236
EXOSC1,0.857592238634766
EXOSC10,0.331260391290852
EXOSC2,0.872511877777381
EXOSC3,0.855691477142701
EXOSC4,0.627872661321884
EXOSC5,0.653886185474878
EXOSC6,0.975605411221859
EXOSC7,0.675943667788562
EXOSC8,0.860847087494081
EXOSC9,0.787179218955036
EXT1,-1.51588406528359
EXT2,0.211754583168444
EXTL2,0.297384356213425
EXTL3,-2.08894687963217
EYA1,-0.280977922588599
EYA3,0.155369709205673
EYA4,-0.150478387249373
EZH1,-1.16907544717763
EZH2,-0.0790660267958922
EZR,0.916774980684548
F12,-1.06090868667267
F2R,0.24625425435577
F2RL1,-0.37066573945776
F3,0.0306408496250252
FA2H,-0.0506397908421433
FAAH2,0.0745671322744092
FAAP100,-1.01246968541538
FAAP20,0.434502237416606
FAAP24,-0.832276395331515
FABP3,0.42981253286868
FABP5,1.30529350164199
FADD,0.783793584633403
FADS1,0.53262855420843
FADS2,0.752645282209599
FADS3,0.105166025834755
FAF1,0.148792629250926
FAF2,0.583067033184053
FAH,0.449882065936687
FAHD1,0.806273156766689
FAHD2A,-0.461551050249416
FAHD2B,0.0216874077176685
FAIM,1.34176997271541
FAM102A,-0.798168519902532
FAM102B,0.0413053431429213
FAM104A,-0.0793098429561775
FAM104B,0.470182245328406
FAM107B,0.676669888197789
FAM110A,-0.268191611354324
FAM110B,-0.339912978527953
FAM111A,-0.566398479330555
FAM111B,0.09209133456864
FAM114A1,0.261138533338136
FAM114A2,0.100624465517305
FAM117B,0.325189573974823
FAM118A,-0.123575359114464
FAM118B,0.059578427312166
FAM120A,-0.298880687214218
FAM120AOS,-1.40364167356117
FAM120B,-0.226693591840915
FAM120C,0.0046123775505869
FAM122A,0.0182241186546494
FAM122B,-0.0286294957290771
FAM124A,-1.01020754519906
FAM126A,-0.501250200692288
FAM126B,-0.9968751427598
FAM131A,-1.22956697498766
FAM133B,0.679025393918763
FAM135A,-2.58235895153111
FAM136A,0.599099751683694
FAM13A,-0.554433263921032
FAM13B,-2.19845466530749
FAM13C,-0.649172683045583
FAM149B1,-1.86028508733111
FAM151B,-0.545129112835927
FAM160A1,-0.920404450769487
FAM160A2,-1.52607447295935
FAM160B1,-0.0027332316943543
FAM160B2,-0.8620843519691
FAM161A,-0.525420337984058
FAM161B,-1.13416198275841
FAM162A,1.2686885762812
FAM168A,0.714625102351709
FAM168B,0.308214078228037
FAM169A,-0.712227482052414
FAM171A1,-1.86316889706998
FAM171B,-1.20594884823092
FAM172A,0.0625528715515838
FAM174A,0.228090411746645
FAM174C,1.05998823718809
FAM177A1,0.645648805865293
FAM185A,-0.459051665863804
FAM189B,-0.934506066963316
FAM193A,-1.60334316423655
FAM193B,-2.07525614053731
FAM199X,0.335590291941511
FAM200A,-1.14168896866447
FAM204A,-0.188854291849025
FAM207A,0.617869783140636
FAM20B,-1.01248351078875
FAM20C,-1.38957874721732
FAM210A,0.426728067350886
FAM210B,0.0688345775921855
FAM214A,-1.3164255694233
FAM216A,0.516553591433641
FAM217B,-1.79033985381021
FAM219A,0.719841172686124
FAM219B,-0.767656106482082
FAM222B,-0.341368748621836
FAM229B,0.302732724575831
FAM234A,-0.128725564213023
FAM234B,-0.0613869868639877
FAM241A,0.645026634626815
FAM241B,0.680327050621015
FAM32A,1.0535942897027
FAM3A,-0.0341480628387425
FAM3C,0.547241985457558
FAM43A,-1.38464756063544
FAM50A,0.902585992690539
FAM50B,0.246943939134124
FAM53B,-1.89983936633896
FAM53C,-0.590410024650287
FAM76A,0.0749998616981719
FAM76B,-0.448750902796053
FAM81A,-1.82401195014005
FAM83A,-0.0074911103339238
FAM83B,-0.460070347931592
FAM83D,0.521717783858938
FAM83G,-0.756763184245676
FAM83H,-0.137142561474568
FAM86C1,-0.187836036976274
FAM89B,-0.61342547600992
FAM8A1,0.0058096800771874
FAM91A1,-0.487304075492671
FAM92A,0.235018203822201
FAM98A,0.721591195547584
FAM98B,1.43411607978983
FAM98C,-0.44120584625341
FAN1,-1.4334966782036
FANCA,-0.459723407932404
FANCB,-1.09802277710449
FANCC,0.302191992658409
FANCD2,-0.211903241339074
FANCE,-0.47254937562104
FANCF,-0.304970784396833
FANCG,-0.104139044585634
FANCI,0.0768814259271955
FANCL,0.59425423187789
FANCM,-1.87780148869784
FAP,0.0330897109176495
FAR1,0.762081157027045
FAR2,-0.141653367892729
FARP1,-0.532698862022235
FARP2,-0.575053299440677
FARS2,-0.181861369865085
FARSA,0.716662211748492
FARSB,0.637028846523298
FAS,0.462838141376499
FASN,0.700811152047171
FASTK,-1.87192951589106
FASTKD1,-0.997661655172034
FASTKD2,0.0809860761793564
FASTKD3,-0.0065870033463469
FASTKD5,-0.253406825417923
FAT1,-1.3063053222325
FAT4,-2.74642665273992
FAU,1.55661591382244
FAXC,-1.0654153822069
FBH1,-0.957826180359954
FBL,1.05545617117098
FBLIM1,-0.56798197216694
FBLN1,1.28754816800878
FBLN5,0.716552704098728
FBLN7,0.396759067354621
FBN1,-0.818884118454543
FBN2,-0.665110133747878
FBRS,-0.206103420932084
FBRSL1,-1.21450496301537
FBXL12,-0.146197811268891
FBXL14,-1.34544749966456
FBXL15,0.0426881914070014
FBXL16,0.554958010957411
FBXL17,0.134868985178424
FBXL18,0.0024023923602614
FBXL19,-1.94706034759836
FBXL2,-0.838067389103656
FBXL20,-0.418915559489688
FBXL3,0.105911277909864
FBXL4,-1.06679152925948
FBXL5,-0.73169559982051
FBXL6,-0.175020846260194
FBXO10,-1.91446878178619
FBXO11,0.210240977652943
FBXO2,-0.0027553195964525
FBXO21,0.319876555784679
FBXO22,-0.0748342733584143
FBXO25,-0.485182158860019
FBXO28,0.651669372912009
FBXO3,0.589340911889394
FBXO30,-0.0163593693004641
FBXO31,-0.58470887063093
FBXO32,0.580123940280621
FBXO33,-0.316767582767903
FBXO34,-1.63958712902614
FBXO36,0.654843226336587
FBXO38,-0.242120278257863
FBXO4,0.122832665921218
FBXO42,-0.411084949337204
FBXO44,0.0658177515866728
FBXO45,-0.408262672826995
FBXO46,-1.93332578146999
FBXO5,0.36033958296028
FBXO7,0.184950749621676
FBXO8,-0.445417889245132
FBXO9,-1.14909964584987
FBXW11,-0.048992754758797
FBXW2,-0.944752342421971
FBXW4,-1.58408608705549
FBXW5,-1.07421646414047
FBXW7,-2.63909440898784
FBXW8,-0.521338394508117
FBXW9,-0.148617253758013
FCF1,1.0096226592425
FCHO1,-1.13567756780051
FCHO2,0.0496865193587196
FCHSD1,-1.26210869663696
FCHSD2,-0.864435034729942
FCMR,1.12263852482031
FCSK,-0.925600963329275
FDFT1,0.996304933746065
FDPS,0.903075597210791
FDX1,0.794859072824851
FDXR,-0.241401577886921
FECH,0.258192037607712
FEM1A,-0.84659183664211
FEM1B,-0.601711474678528
FEM1C,-0.0331642298304402
FEN1,0.732048294816624
FER,-0.166026514405451
FERMT1,-0.114784156233274
FERMT2,0.642008700823079
FEZ2,0.475198093430032
FGD1,-2.24313137505013
FGD4,-1.36683892761995
FGD6,-2.2438308718811
FGF12,-0.146409164550954
FGF2,0.512268295540953
FGFBP1,0.510336703670798
FGFBP3,0.514655752693985
FGFR1,-1.17022467409271
FGFR1OP,0.251648099944989
FGFR1OP2,0.0837164382689817
FGFR2,0.0758470878605646
FGFR4,-1.34024817112591
FGFRL1,-0.896051623716887
FGGY,-1.07165058888808
FH,0.923895609424765
FHIT,0.301393487078981
FHL1,0.527846932705102
FHL2,0.987824397165249
FHL3,1.06764832429512
FHOD1,-0.272711400707754
FHOD3,-0.830068461969803
FIBCD1,0.0637843722852515
FIBP,0.0527038994661239
FICD,-1.00382329832584
FIG4,-0.859148805337381
FIGN,-1.11307224056365
FIGNL1,-0.102693416156781
FIP1L1,-0.0474357919242836
FIS1,0.643120521092402
FITM2,0.479205311999258
FIZ1,-0.489726864066631
FJX1,-0.922738197786483
FKBP10,0.621683974199513
FKBP11,0.556736089768491
FKBP14,0.752858735945156
FKBP15,-0.238632597292019
FKBP1A,0.459164071019446
FKBP3,1.47035584132049
FKBP4,1.00286560453199
FKBP5,0.50799220820404
FKBP7,0.806486097788906
FKBP8,0.316517051369683
FKBP9,0.341788533607605
FKBPL,-0.463424791348899
FKRP,-0.973206033027657
FKTN,-0.475425115425045
FLAD1,-0.265427456405666
FLCN,-0.844606026768318
FLII,0.03531065243509
FLNA,-0.0329097835455672
FLNB,-1.48949131453037
FLNC,-1.15106534671138
FLOT1,0.384170465426477
FLOT2,0.497794935714299
FLRT2,-1.07860673541588
FLVCR1,0.024223801511008
FLVCR2,-0.767287499757407
FLYWCH1,-0.607223335213257
FLYWCH2,-0.145866040239205
FMC1,0.934267093856179
FMN1,-0.524978830448564
FMNL1,-0.498081488757216
FMNL2,-1.16753270807584
FMNL3,-1.85495704674636
FMR1,0.290714448407593
FN1,-1.01730959603261
FN3K,0.896836225601545
FN3KRP,0.845952685094335
FNBP1,0.191743672080722
FNBP1L,0.447695020491697
FNBP4,-0.279808847625066
FNDC10,0.0049288086706
FNDC3A,-0.149364393622974
FNDC3B,0.0021868801212388
FNIP1,-0.415273377327145
FNIP2,-2.16531401183639
FNTA,0.225221004333104
FOCAD,-0.472464540592219
FOLR1,1.42215209223313
FOPNL,0.771366071897702
FOS,-0.154496126080743
FOSL1,0.922928191911476
FOSL2,0.475300023431687
FOXA1,-0.269048874872484
FOXC1,0.477308379257155
FOXC2,0.461721432432678
FOXE1,-0.10076469295343
FOXF1,-0.199628267666974
FOXF2,-0.523288033202871
FOXJ2,0.010010685611755
FOXJ3,0.450388441482643
FOXK1,0.441177998755531
FOXK2,-0.861261901328794
FOXL2,0.101547512308323
FOXM1,-0.788211800559237
FOXN2,0.0995320657748167
FOXN3,-1.44548754538707
FOXO1,-0.0261025586130521
FOXO3,-1.12199993887326
FOXO4,-1.15643420038346
FOXP2,-1.05109716160934
FOXP4,0.0242578698159728
FOXQ1,0.203029396248226
FOXRED1,0.366888255926702
FOXRED2,0.0573643039593498
FPGS,0.236396799935267
FPGT,-0.593166821021183
FRA10AC1,0.462221343597645
FRAT2,-0.146569352268039
FRG1,0.646073979113454
FRK,-0.943657947959471
FRMD5,-1.01134844202769
FRMD6,-0.554116452837168
FRMD8,-0.218811011797609
FRRS1,0.239909051738913
FRS2,-1.42073242325426
FRY,-2.1420657241086
FRYL,-1.95522307945896
FSBP,-0.866795873839667
FSCN1,1.24563777394521
FSD1,-0.393515219215771
FSD1L,-1.31129283919021
FST,-0.0850119980770696
FSTL1,1.0042609731361
FSTL3,0.721468398283159
FSTL4,-0.0278544950751442
FTCDNL1,0.0117523055099175
FTH1,0.812740759389908
FTL,-0.777443965952916
FTO,0.772485653720381
FTSJ1,0.286435713945325
FTSJ3,0.277425830123412
FUBP1,0.866115985020812
FUBP3,0.439388304716084
FUCA1,0.136243109895887
FUCA2,0.440342009995461
FUNDC1,0.975548635546709
FUNDC2,0.677705667708409
FUOM,0.281308518593064
FURIN,-0.834474325996049
FUS,2.23544528494689
FUT10,-1.80071467091441
FUT11,0.0218988156140134
FUT4,-1.07305238720618
FUT8,-1.11078786250494
FUZ,-0.688000279530844
FXN,0.732550416368964
FXR1,0.560619921890797
FXR2,-0.0773448028274299
FXYD5,1.78695280862323
FYCO1,-1.01640876506637
FYN,-0.377018187431635
FYTTD1,0.798028807796559
FZD1,-0.810216787474374
FZD10,-0.65596059518856
FZD2,0.116982683725694
FZD4,-1.33370951952948
FZD5,-0.795869979437585
FZD6,-0.170993698645837
FZD7,-0.943401398789626
FZD8,-1.26727419420241
FZR1,0.102502059329762
G2E3,-0.274612433924819
G3BP1,0.964041686215716
G3BP2,0.987907222021876
G6PC3,1.07862906803134
G6PD,1.17888912354267
GAA,0.0948528006940658
GAB1,-0.570293616413348
GAB2,-1.16676123275621
GABARAP,2.11357472687668
GABARAPL1,1.49886300061136
GABARAPL2,1.73883290413006
GABPA,0.666143209706996
GABPB1,0.169836565583155
GABPB2,-0.998477810712535
GABRA3,-0.949424118186905
GABRE,-2.41715107549465
GABRQ,-0.15191151322464
GAD1,-0.784135450967922
GADD45A,1.02682690107117
GADD45B,0.563180801160654
GADD45GIP1,0.894620099846
GAK,-0.358278037086536
GAL,1.07549895319816
GALE,0.608389675847923
GALK1,0.113606000830687
GALK2,0.0333743204345378
GALM,0.030881526550551
GALNS,-0.0075604287574237
GALNT1,0.0376385895352347
GALNT10,-0.511912140599404
GALNT11,-2.14479081947169
GALNT13,-0.543859856303944
GALNT2,0.849570356640277
GALNT3,0.18389499953458
GALNT7,0.654245740506114
GALT,-0.0655486339695712
GAMT,0.341401794026341
GAN,-0.542916313932644
GANAB,1.04517238566216
GANC,-1.15339599457738
GAPDH,2.37023934862668
GAPVD1,0.195806264452891
GAR1,1.70763179667079
GAREM1,-1.6733876117398
GARS1,0.902664860680835
GART,0.621864216635863
GAS1,0.0438260351381835
GAS2L1,-2.0185843581539
GAS2L3,-1.0391259244252
GAS6,-1.20487707274513
GAS8,-0.543003485118525
GATA2,0.0880326587689446
GATA6,0.110467938056277
GATAD1,0.369147100454262
GATAD2A,-0.195806733984558
GATAD2B,1.50552315494357
GATB,0.0668535422821869
GATC,0.887353648270913
GATD1,0.347360657928569
GBA,0.617510162139163
GBA2,-2.04399973751341
GBE1,0.422812192042125
GBF1,0.0116542693831989
GBP1,0.445815284222235
GBP2,0.138408576796172
GBP3,-0.943834121550104
GCA,0.487001404345484
GCAT,-0.334728813830349
GCC1,-0.825367883773958
GCC2,-0.347798256707571
GCDH,0.256085891916533
GCFC2,-0.468945672097066
GCH1,0.0112027273764887
GCHFR,-0.332243109869732
GCLC,0.158196093728648
GCLM,1.12829653656854
GCN1,-0.229637664757389
GCNT1,-0.38960167693251
GCNT2,-1.29831431841521
GCSH,0.557626932991648
GDA,0.726503490859487
GDAP1,0.44713886491772
GDAP2,0.105321165858037
GDE1,-0.167608918256098
GDF11,-1.47104122988717
GDF15,0.910303664904428
GDI1,0.77687337757018
GDI2,0.96491545873985
GDPD1,0.369296967298097
GDPD5,-1.88804450817911
GDPGP1,-0.457391931954473
